system:index,CN,X,datetime,map,timestamp,tmean,.geo
0_00000000000000000569,1.45499E13,46375,2020-12-31 00:00:00,406.49402236938477,1609372800000,8.768333435058594,"{""type"":""Point"",""coordinates"":[-112.17443478068896,40.064389772861624]}"
0_00000000000000000574,1.45499E13,46580,2020-12-31 00:00:00,535.4350299835205,1609372800000,7.472500324249268,"{""type"":""Point"",""coordinates"":[-111.40890077093442,39.93182069854268]}"
0_00000000000000000575,1.45499E13,46583,2020-12-31 00:00:00,419.64002227783203,1609372800000,8.235000610351562,"{""type"":""Point"",""coordinates"":[-112.04966913321354,39.794846032382935]}"
0_000000000000000005b7,1.455E13,47445,2020-12-31 00:00:00,559.3470296859741,1609372800000,10.210000038146973,"{""type"":""Point"",""coordinates"":[-113.88539185489616,37.513253337265226]}"
0_000000000000000005b8,1.455E13,47447,2020-12-31 00:00:00,422.7590208053589,1609372800000,11.910834312438965,"{""type"":""Point"",""coordinates"":[-113.99997737466654,37.459784256533354]}"
0_000000000000000005b9,1.455E13,47448,2020-12-31 00:00:00,559.7960348129272,1609372800000,7.207500457763672,"{""type"":""Point"",""coordinates"":[-113.43617755567095,37.477799024789284]}"
0_000000000000000005ba,1.455E13,47450,2020-12-31 00:00:00,394.7460174560547,1609372800000,13.638250350952148,"{""type"":""Point"",""coordinates"":[-113.88022821587627,37.32431676652967]}"
0_000000000000000005bb,1.455E13,47451,2020-12-31 00:00:00,481.54002380371094,1609372800000,9.933333396911621,"{""type"":""Point"",""coordinates"":[-113.60220772429497,37.33436758030414]}"
0_000000000000000005bc,1.455E13,47455,2020-12-31 00:00:00,427.01302337646484,1609372800000,11.532500267028809,"{""type"":""Point"",""coordinates"":[-113.43655212015945,37.287921583731446]}"
0_000000000000000005bd,1.455E13,47456,2020-12-31 00:00:00,377.31601572036743,1609372800000,13.49000072479248,"{""type"":""Point"",""coordinates"":[-113.14452559216927,37.30155751475288]}"
0_000000000000000005be,1.455E13,47459,2020-12-31 00:00:00,470.632022857666,1609372800000,10.315000534057617,"{""type"":""Point"",""coordinates"":[-113.8751671361806,37.15170496475078]}"
0_00000000000000000202,1.45501E13,24711,2020-12-31 00:00:00,205.7510108947754,1609372800000,10.259167671203613,"{""type"":""Point"",""coordinates"":[-111.28596335489092,38.44551759450916]}"
0_00000000000000000210,1.45501E13,24772,2020-12-31 00:00:00,231.57301235198975,1609372800000,9.5424165725708,"{""type"":""Point"",""coordinates"":[-111.28191003203335,38.26634645508064]}"
0_0000000000000000026f,1.45502E13,25230,2020-12-31 00:00:00,235.28900814056396,1609372800000,11.579167366027832,"{""type"":""Point"",""coordinates"":[-110.10385120652137,38.242111240855166]}"
0_00000000000000000feb,3.07617E13,291723,2020-12-31 00:00:00,239.36901092529297,1609372800000,7.2325005531311035,"{""type"":""Point"",""coordinates"":[-118.21151359672618,37.71326631501755]}"
0_00000000000000000fec,3.07617E13,291724,2020-12-31 00:00:00,265.5840082168579,1609372800000,6.559916973114014,"{""type"":""Point"",""coordinates"":[-118.06437218016455,37.49195221153291]}"
